Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Host Organism]	Term Source REF	Term Accession Number	Characteristics[Host Sex]	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Factor Value[Sample Location]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Housing Temperature]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number	Comment[Original Submitted Sample Name]
C003	C003_Swab_R+1_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 1	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_R+1_GLU
C003	C003_Swab_R+45_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 45	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_R+45_GLU
C003	C003_Swab_R+82_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 82	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_R+82_GLU
C004	C004_Swab_FD2_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 2	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	25.417	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_FD2_GLU
C004	C004_Swab_FD3_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	25.019	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_FD3_GLU
C004	C004_Swab_L-3_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_L-3_GLU
C004	C004_Swab_L-44_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 44	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_L-44_GLU
C004	C004_Swab_L-92_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 92	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_L-92_GLU
C004	C004_Swab_R+1_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 1	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_R+1_GLU
C004	C004_Swab_R+45_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 45	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_R+45_GLU
C004	C004_Swab_R+82_GLU	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 82	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Gluteal Crease	OSD	https://osdr.nasa.gov/	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_R+82_GLU
C001	C001_Swab_FD2_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 2	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	25.417	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C001_FD2_TZO
C001	C001_Swab_FD3_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	25.019	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C001_FD3_TZO
C001	C001_Swab_L-3_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C001_L-3_TZO
C001	C001_Swab_L-44_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 44	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C001_L-44_TZO
C001	C001_Swab_L-92_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 92	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C001_L-92_TZO
C001	C001_Swab_R+1_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 1	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C001_R+1_TZO
C001	C001_Swab_R+45_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 45	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C001_R+45_TZO
C001	C001_Swab_R+82_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 82	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C001_R+82_TZO
C002	C002_Swab_FD2_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 2	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	25.417	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C002_FD2_TZO
C002	C002_Swab_FD3_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	25.019	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C002_FD3_TZO
C002	C002_Swab_L-3_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C002_L-3_TZO
C002	C002_Swab_L-44_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 44	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C002_L-44_TZO
C002	C002_Swab_L-92_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 92	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C002_L-92_TZO
C002	C002_Swab_R+1_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 1	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C002_R+1_TZO
C002	C002_Swab_R+45_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 45	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C002_R+45_TZO
C002	C002_Swab_R+82_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 82	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C002_R+82_TZO
C003	C003_Swab_FD2_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 2	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	25.417	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_FD2_TZO
C003	C003_Swab_FD3_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	25.019	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_FD3_TZO
C003	C003_Swab_L-3_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_L-3_TZO
C003	C003_Swab_L-44_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 44	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_L-44_TZO
C003	C003_Swab_L-92_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	pre-flight			Launch minus 92	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_L-92_TZO
C003	C003_Swab_R+1_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 1	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_R+1_TZO
C003	C003_Swab_R+45_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 45	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_R+45_TZO
C003	C003_Swab_R+82_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	post-flight			Return plus 82	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	Room Temperature				sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C003_R+82_TZO
C004	C004_Swab_FD2_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 2	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	25.417	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_FD2_TZO
C004	C004_Swab_FD3_TZO	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	Male	MESH	http://purl.bioontology.org/ontology/MESH/D008297	Swab	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17627	in-flight			Launch plus 3	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Glabella	RADLEX	http://radlex.org/RID/RID9212	Treatment protocol	25.019	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	Zymo Research DNA/RNA Shield (cat# R1100)	OSD	https://osdr.nasa.gov/	In-flight: RT; On-Earth: 4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	I4_C004_FD3_TZO
