Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Factor Value[Substrate Type]	Protocol REF	Parameter Value[Growth Time]	Unit	Term Source REF	Term Accession Number	Parameter Value[soil environment exposure]	Unit	Term Source REF	Term Accession Number	Parameter Value[mean growth temperature]	Unit	Term Source REF	Term Accession Number	Parameter Value[container]	Parameter Value[light source]	Parameter Value[light intensity]	Unit	Term Source REF	Term Accession Number	Parameter Value[watering schedule]	Parameter Value[relative humidity]	Unit	Term Source REF	Term Accession Number	Parameter Value[Number of seeds germinated (out of 5 total)]	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[gravity treatment]	Term Source REF	Term Accession Number	Parameter Value[pH]	Parameter Value[Plant Height]	Unit	Term Source REF	Term Accession Number	Parameter Value[Plant Biomass]	Unit	Term Source REF	Term Accession Number	Parameter Value[leaf area]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[pH]	Term Source REF	Term Accession Number	Parameter Value[Aluminum]	Unit	Term Source REF	Term Accession Number	Parameter Value[Nitrogen]	Unit	Term Source REF	Term Accession Number	Parameter Value[Carbon]	Unit	Term Source REF	Term Accession Number	Parameter Value[Cation Exchange Capacity]	Unit	Term Source REF	Term Accession Number	Parameter Value[Calcium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Copper]	Unit	Term Source REF	Term Accession Number	Parameter Value[Magnesium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Manganese]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sodium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Phosphorus]	Unit	Term Source REF	Term Accession Number	Parameter Value[Nitrates]	Unit	Term Source REF	Term Accession Number	Parameter Value[ammonium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Potassium]	Unit	Term Source REF	Term Accession Number	Parameter Value[Zinc]	Unit	Term Source REF	Term Accession Number	Parameter Value[Iron]	Unit	Term Source REF	Term Accession Number	Parameter Value[soil organic matter]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sand]	Unit	Term Source REF	Term Accession Number	Parameter Value[silt]	Unit	Term Source REF	Term Accession Number	Parameter Value[Clay]	Unit	Term Source REF	Term Accession Number
A1R5	A1R5	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% simulant	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	5	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8.1	3.98	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	301.1	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	1.023	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8.1			0	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.06	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4.87	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	8.15	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	1779.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	20.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	6927	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	8.4	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	74.7	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	102	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	6.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	62.2	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A2R5	A2R5	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% simulant	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8.1	2.4	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	294.8	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8.1			0	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.06	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4.87	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	8.15	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	1779.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	20.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	6927	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	8.4	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	74.7	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	102	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	6.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	62.2	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A3R5	A3R5	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% simulant	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	5	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8.1	2.42	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	435.5	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8.1			0	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.06	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4.87	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	8.15	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	1779.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	20.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	6927	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	8.4	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	74.7	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	102	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	6.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	62.2	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	2.5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A1R6	A1R6	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	Topsoil-Vermiculite Mixture	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	0	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8	0	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	0	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8			0.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	23.65	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	3377.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	656.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	11.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	77.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	380	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	29.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	5.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1788.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	72	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A2R6	A2R6	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	Topsoil-Vermiculite Mixture	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	0	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8	0	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	0	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8			0.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	23.65	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	3377.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	656.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	11.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	77.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	380	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	29.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	5.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1788.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	72	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A3R6	A3R6	Raphanus sativus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3726	Pink Celebration	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	Topsoil-Vermiculite Mixture	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	0	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			8	0	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	0	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	8			0.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	6.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	23.65	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	3377.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	656.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	11.8	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	77.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	380	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	29.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	5.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1788.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	72	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A1P1	A1P1	Capsicum annuum	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4072	Chimayo	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% peat moss	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	2	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			4.7	4.1	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	15.1	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0.283	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	4.7			1.97	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.21	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	43.65	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	43.98	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	6028.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1814	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	64	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	41.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	30	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	82.4	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	129.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	226	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	9.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	553.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	87.6	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A2P1	A2P1	Capsicum annuum	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4072	Chimayo	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% peat moss	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			4.7	3.375	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	80	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0.333	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	4.7			1.97	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.21	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	43.65	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	43.98	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	6028.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1814	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	64	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	41.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	30	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	82.4	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	129.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	226	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	9.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	553.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	87.6	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A3P1	A3P1	Capsicum annuum	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4072	Chimayo	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	100% peat moss	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	3	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			4.7	0	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	0	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	4.7			1.97	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1.21	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	43.65	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	43.98	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	6028.1	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	1814	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	64	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	41.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	30	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	82.4	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	129.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	226	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	9.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	553.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	87.6	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
A1P2	A1P2	Capsicum annuum	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/4072	Chimayo	OSD	https://osdr.nasa.gov/	Plants	MESH	http://purl.bioontology.org/ontology/MESH/D010944	75% peat moss / 25% simulant	Growth Protocol	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	55	day	UO	http://purl.obolibrary.org/obo/UO_0000033	19.8 to 23.4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	4 inch pot	cool white fluorescent and incandescent	275	micromole per square meter per second	UO	http://purl.obolibrary.org/obo/UO_0000160	watered every other day to field capacity	50 to 60	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4	sample collection	Drying Oven	OSD	https://osdr.nasa.gov/	1g			5.4	3.575	centimeter	UO	http://purl.obolibrary.org/obo/UO_0000015	58.8	milligram	RBO	http://purl.obolibrary.org/obo/UO_0000022	0.485	square centimeter	UO	http://purl.obolibrary.org/obo/UO_0000081	Quantitative Soil Analysis	5.4			0.02	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	0.71	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	27.23	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	35.29	milliequivalents per 100 grams	OSD	https://osdr.nasa.gov/	5370.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	12.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	4333.3	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	56.6	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	51.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	15	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	87.5	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	17.9	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	184	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	7.7	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	316	milligram per kilogram	UO	http://purl.obolibrary.org/obo/UO_0000308	60.8	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	Not Available	percent	UO	http://purl.obolibrary.org/obo/UO_0000187
