Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Host Organism]	Term Source REF	Term Accession Number	Characteristics[Host Strain]	Characteristics[Animal Source]	Characteristics[Genotype]	Term Source REF	Term Accession Number	Characteristics[Sex]	Term Source REF	Term Accession Number	Factor Value[Age]	Unit	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Duration]	Unit	Term Source REF	Term Accession Number	Factor Value[Euthanasia Location]	Factor Value[Dissection Condition]	Characteristics[Material Type]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Diet]	Parameter Value[Feeding Schedule]	Parameter Value[light cycle]	Parameter Value[habitat]	Parameter Value[Enrichment material]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Euthanasia Method]	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number	Comment[RFID]	Comment[Time between landing to euthanasia (day)]	Parameter Value[Carcass Preservation Method]	Comment[ALSDA Biospecimen ID]
FL_LAR_15	RRRM1_FCS_FLT_LAR_OLD_FL15	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E28050B4B	2	Not Applicable	61244
FL_LAR_16	RRRM1_FCS_FLT_LAR_OLD_FL16	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B1F3725	2	Not Applicable	61245
FL_LAR_17	RRRM1_FCS_FLT_LAR_YNG_FL17	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E27616566	2	Not Applicable	61246
FL_LAR_18	RRRM1_FCS_FLT_LAR_YNG_FL18	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E282F5614	2	Not Applicable	61247
HC_ISS_01	RRRM1_FCS_GC_ISS-T_YNG_GI1	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A575317	Not Applicable	-80C freezer	115723
HC_ISS_02	RRRM1_FCS_GC_ISS-T_YNG_GI2	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A220E6D	Not Applicable	-80C freezer	115722
HC_ISS_03	RRRM1_FCS_GC_ISS-T_YNG_GI3	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B5E1F15	Not Applicable	-80C freezer	115721
HC_ISS_04	RRRM1_FCS_GC_ISS-T_YNG_GI4	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E296D234B	Not Applicable	-80C freezer	115720
HC_ISS_05	RRRM1_FCS_GC_ISS-T_YNG_GI5	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E28592F04	Not Applicable	-80C freezer	115719
HC_ISS_06	RRRM1_FCS_GC_ISS-T_YNG_GI6	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A025C49	Not Applicable	-80C freezer	115718
HC_ISS_07	RRRM1_FCS_GC_ISS-T_YNG_GI7	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B07514A	Not Applicable	-80C freezer	115717
HC_ISS_08	RRRM1_FCS_GC_ISS-T_YNG_GI8	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A053529	Not Applicable	-80C freezer	115716
HC_ISS_09	RRRM1_FCS_GC_ISS-T_YNG_GI9	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E294C3F6A	Not Applicable	-80C freezer	115715
HC_ISS_10	RRRM1_FCS_GC_ISS-T_YNG_GI10	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A7C5C6F	Not Applicable	-80C freezer	115714
HC_ISS_12	RRRM1_FCS_GC_ISS-T_OLD_GI12	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B00271F	Not Applicable	-80C freezer	115712
HC_ISS_13	RRRM1_FCS_GC_ISS-T_OLD_GI13	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2924670A	Not Applicable	-80C freezer	115711
HC_ISS_14	RRRM1_FCS_GC_ISS-T_OLD_GI14	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E28015528	Not Applicable	-80C freezer	115710
HC_ISS_15	RRRM1_FCS_GC_ISS-T_OLD_GI15	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E28210122	Not Applicable	-80C freezer	115709
HC_ISS_16	RRRM1_FCS_GC_ISS-T_OLD_GI16	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A372246	Not Applicable	-80C freezer	115708
HC_ISS_17	RRRM1_FCS_GC_ISS-T_OLD_GI17	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A0A7F0A	Not Applicable	-80C freezer	115707
HC_ISS_18	RRRM1_FCS_GC_ISS-T_OLD_GI18	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A235B47	Not Applicable	-80C freezer	115706
HC_ISS_19	RRRM1_FCS_GC_ISS-T_OLD_GI19	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A04715E	Not Applicable	-80C freezer	115705
HC_ISS_20	RRRM1_FCS_GC_ISS-T_OLD_GI20	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B186C0C	Not Applicable	-80C freezer	115704
