Sample Name	Protocol REF	Extract Name	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Parameter Value[QA Instrument]	Parameter Value[gDNA fragment size]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Library QA Instrument]	Parameter Value[Library QA Assay]	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Library Batch Number]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Base Caller]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Human Reads Removed]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Host Contamination]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[MultiQC File Names]
RRRM1_FCS_FLT_LAR_OLD_FL12	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_OLD_FL12	Agilent gDNA ScreenTape Assay	6.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	8691	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	599	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL12_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL12_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13608690	read	SO	http://purl.obolibrary.org/obo/SO_0000150	3.91	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.17	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_YNG_FL13	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_YNG_FL13	Agilent gDNA ScreenTape Assay	6.8	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12513	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	575	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL13_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL13_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13587260	read	SO	http://purl.obolibrary.org/obo/SO_0000150	7.65	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	1.64	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_YNG_FL14	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_YNG_FL14	Agilent gDNA ScreenTape Assay	6.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14387	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	612	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL14_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL14_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	19358559	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	5.02	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_OLD_FL15	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_OLD_FL15	Agilent gDNA ScreenTape Assay	6.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12346	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	566	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL15_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL15_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	16705412	read	SO	http://purl.obolibrary.org/obo/SO_0000150	9.86	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	3.37	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_OLD_FL16	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_OLD_FL16	Agilent gDNA ScreenTape Assay	6.2	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11656	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	632	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL16_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_OLD_FL16_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13274574	read	SO	http://purl.obolibrary.org/obo/SO_0000150	6.15	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	9.42	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_YNG_FL17	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_YNG_FL17	Agilent gDNA ScreenTape Assay	0	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	9408	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	660	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL17_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL17_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11575561	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.73	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	0.65	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_FLT_LAR_YNG_FL18	Nucleic Acid Extraction	RRRM1_FCS_FLT_LAR_YNG_FL18	Agilent gDNA ScreenTape Assay	6.9	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11755	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	653	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL18_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_FLT_LAR_YNG_FL18_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12386814	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.58	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	3.39	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI1	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI1	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14893	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	658	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI1_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI1_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13847534	read	SO	http://purl.obolibrary.org/obo/SO_0000150	19.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	55.62	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI2	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI2	Agilent gDNA ScreenTape Assay	7.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13621	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	719	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI2_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI2_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13829987	read	SO	http://purl.obolibrary.org/obo/SO_0000150	24.9	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	82.83	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI3	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI3	Agilent gDNA ScreenTape Assay	6.9	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13281	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	622	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI3_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI3_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10407567	read	SO	http://purl.obolibrary.org/obo/SO_0000150	20.83	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	62.11	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI4	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI4	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14074	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	694	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI4_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI4_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10949936	read	SO	http://purl.obolibrary.org/obo/SO_0000150	26.97	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	91.98	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI5	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI5	Agilent gDNA ScreenTape Assay	7.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13207	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	698	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI5_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI5_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12902498	read	SO	http://purl.obolibrary.org/obo/SO_0000150	24.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	77.14	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI6	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI6	Agilent gDNA ScreenTape Assay	6.9	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11052	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	603	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI6_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI6_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12379291	read	SO	http://purl.obolibrary.org/obo/SO_0000150	20.5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	65.48	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI7	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI7	Agilent gDNA ScreenTape Assay	7.1	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11779	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	660	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI7_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI7_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13386828	read	SO	http://purl.obolibrary.org/obo/SO_0000150	13.82	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	34.29	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI8	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI8	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	15579	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	604	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI8_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI8_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11049066	read	SO	http://purl.obolibrary.org/obo/SO_0000150	20.46	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	63.24	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI9	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI9	Agilent gDNA ScreenTape Assay	8.2	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11822	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	648	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI9_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI9_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9695035	read	SO	http://purl.obolibrary.org/obo/SO_0000150	26.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	89.21	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_YNG_GI10	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_YNG_GI10	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13519	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	643	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI10_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_YNG_GI10_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10886669	read	SO	http://purl.obolibrary.org/obo/SO_0000150	26.52	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	89.45	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_OLD_GI12	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI12	Agilent gDNA ScreenTape Assay	6.9	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12071	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	647	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI12_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI12_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12348493	read	SO	http://purl.obolibrary.org/obo/SO_0000150	14.82	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	39.16	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_OLD_GI13	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI13	Agilent gDNA ScreenTape Assay	7.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14507	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	679	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI13_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI13_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10612314	read	SO	http://purl.obolibrary.org/obo/SO_0000150	26.29	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	89.05	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_OLD_GI14	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI14	Agilent gDNA ScreenTape Assay	7.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	16533	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	648	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI14_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI14_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11699062	read	SO	http://purl.obolibrary.org/obo/SO_0000150	27.22	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	96.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_OLD_GI15	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI15	Agilent gDNA ScreenTape Assay	0	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	4627	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	665	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI15_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI15_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14022122	read	SO	http://purl.obolibrary.org/obo/SO_0000150	8.23	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	14.78	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_OLD_GI16	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI16	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12438	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	676	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI16_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI16_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10235358	read	SO	http://purl.obolibrary.org/obo/SO_0000150	24.26	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	76.89	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
